Random split (MAE↓),Space group split (MAE↓),OOD split (MAE↓),Avg MAE↓,Random split (R2↑),Space group split (R2↑),OOD split (R2↑)
0.487,0.597,1.37,0.8180000000000001,0.746,0.672,-4.141
